carnet,nombre,carrera,departamento,promedio
EST031243,Estudiante 31243,Arquitectura,Santa Ana,5.96
EST031244,Estudiante 31244,Ingeniería en Sistemas,San Miguel,9.17
EST031245,Estudiante 31245,Contaduría,Sonsonate,5.04
EST031246,Estudiante 31246,Administración,San Miguel,7.84
EST031247,Estudiante 31247,Arquitectura,Sonsonate,9.23
EST031248,Estudiante 31248,Ingeniería Industrial,San Miguel,8.66
EST031249,Estudiante 31249,Arquitectura,Santa Ana,8.46
EST031250,Estudiante 31250,Ingeniería en Sistemas,San Salvador,8.75
EST031251,Estudiante 31251,Administración,La Libertad,8.4
EST031252,Estudiante 31252,Ingeniería Industrial,Santa Ana,6.6
EST031253,Estudiante 31253,Contaduría,San Salvador,9.56
EST031254,Estudiante 31254,Ingeniería en Sistemas,Sonsonate,8.68
EST031255,Estudiante 31255,Arquitectura,San Miguel,9.98
EST031256,Estudiante 31256,Arquitectura,Sonsonate,9.09
EST031257,Estudiante 31257,Administración,Santa Ana,5.21
EST031258,Estudiante 31258,Ingeniería Industrial,San Miguel,8.18
EST031259,Estudiante 31259,Administración,Sonsonate,5.31
EST031260,Estudiante 31260,Administración,San Salvador,7.48
EST031261,Estudiante 31261,Administración,Sonsonate,5.94
EST031262,Estudiante 31262,Contaduría,Santa Ana,7.03
EST031263,Estudiante 31263,Ingeniería en Sistemas,San Salvador,5.59
EST031264,Estudiante 31264,Arquitectura,Sonsonate,5.52
EST031265,Estudiante 31265,Ingeniería en Sistemas,San Miguel,6.28
EST031266,Estudiante 31266,Ingeniería Industrial,San Miguel,6.7
EST031267,Estudiante 31267,Ingeniería Industrial,San Miguel,9.34
EST031268,Estudiante 31268,Arquitectura,La Libertad,9.78
EST031269,Estudiante 31269,Administración,Santa Ana,9.37
EST031270,Estudiante 31270,Contaduría,Sonsonate,7.88
EST031271,Estudiante 31271,Administración,San Miguel,6.2
EST031272,Estudiante 31272,Ingeniería en Sistemas,Santa Ana,8.15
EST031273,Estudiante 31273,Ingeniería en Sistemas,Santa Ana,5.55
EST031274,Estudiante 31274,Contaduría,La Libertad,9.07
EST031275,Estudiante 31275,Arquitectura,Santa Ana,7.06
EST031276,Estudiante 31276,Administración,La Libertad,9.52
EST031277,Estudiante 31277,Ingeniería Industrial,Sonsonate,7.88
EST031278,Estudiante 31278,Ingeniería Industrial,Santa Ana,9.22
EST031279,Estudiante 31279,Contaduría,Sonsonate,5.01
EST031280,Estudiante 31280,Arquitectura,Sonsonate,5.53
EST031281,Estudiante 31281,Arquitectura,San Miguel,7.54
EST031282,Estudiante 31282,Contaduría,La Libertad,5.21
EST031283,Estudiante 31283,Contaduría,Sonsonate,9.33
EST031284,Estudiante 31284,Ingeniería en Sistemas,San Salvador,7.93
EST031285,Estudiante 31285,Ingeniería Industrial,Santa Ana,5.65
EST031286,Estudiante 31286,Contaduría,San Salvador,5.09
EST031287,Estudiante 31287,Contaduría,La Libertad,8.31
EST031288,Estudiante 31288,Arquitectura,Santa Ana,6.89
EST031289,Estudiante 31289,Contaduría,San Miguel,5.25
EST031290,Estudiante 31290,Arquitectura,San Miguel,5.08
EST031291,Estudiante 31291,Ingeniería en Sistemas,La Libertad,5.55
EST031292,Estudiante 31292,Contaduría,San Salvador,6.64
EST031293,Estudiante 31293,Ingeniería en Sistemas,Santa Ana,9.71
EST031294,Estudiante 31294,Ingeniería Industrial,San Salvador,9.02
EST031295,Estudiante 31295,Arquitectura,La Libertad,7.92
EST031296,Estudiante 31296,Contaduría,San Salvador,5.18
EST031297,Estudiante 31297,Administración,San Salvador,9.27
EST031298,Estudiante 31298,Administración,Sonsonate,5.26
EST031299,Estudiante 31299,Ingeniería en Sistemas,San Salvador,9.18
EST031300,Estudiante 31300,Arquitectura,La Libertad,8.79
EST031301,Estudiante 31301,Ingeniería Industrial,Santa Ana,9.54
EST031302,Estudiante 31302,Contaduría,Sonsonate,8.3
EST031303,Estudiante 31303,Ingeniería Industrial,Santa Ana,8.99
EST031304,Estudiante 31304,Ingeniería Industrial,San Miguel,7.17
EST031305,Estudiante 31305,Administración,Sonsonate,9.65
EST031306,Estudiante 31306,Administración,Santa Ana,6.01
EST031307,Estudiante 31307,Ingeniería en Sistemas,San Miguel,9.87
EST031308,Estudiante 31308,Contaduría,Sonsonate,8.81
EST031309,Estudiante 31309,Administración,San Salvador,9.97
EST031310,Estudiante 31310,Ingeniería en Sistemas,La Libertad,8.45
EST031311,Estudiante 31311,Ingeniería Industrial,Sonsonate,8.29
EST031312,Estudiante 31312,Contaduría,San Miguel,6.21
EST031313,Estudiante 31313,Arquitectura,Santa Ana,5.04
EST031314,Estudiante 31314,Arquitectura,Santa Ana,8.25
EST031315,Estudiante 31315,Contaduría,Santa Ana,5.28
EST031316,Estudiante 31316,Administración,Santa Ana,5.2
EST031317,Estudiante 31317,Arquitectura,San Miguel,9.28
EST031318,Estudiante 31318,Ingeniería Industrial,La Libertad,7.89
EST031319,Estudiante 31319,Ingeniería en Sistemas,San Salvador,9.68
EST031320,Estudiante 31320,Ingeniería Industrial,San Salvador,8.0
EST031321,Estudiante 31321,Ingeniería en Sistemas,San Miguel,8.44
EST031322,Estudiante 31322,Contaduría,La Libertad,9.89
EST031323,Estudiante 31323,Ingeniería Industrial,Santa Ana,6.78
EST031324,Estudiante 31324,Ingeniería Industrial,Sonsonate,9.79
EST031325,Estudiante 31325,Ingeniería Industrial,San Salvador,6.32
EST031326,Estudiante 31326,Contaduría,Santa Ana,7.53
EST031327,Estudiante 31327,Ingeniería Industrial,La Libertad,5.5
EST031328,Estudiante 31328,Arquitectura,Santa Ana,5.58
EST031329,Estudiante 31329,Contaduría,Sonsonate,5.09
EST031330,Estudiante 31330,Arquitectura,Sonsonate,8.07
EST031331,Estudiante 31331,Arquitectura,San Miguel,8.38
EST031332,Estudiante 31332,Contaduría,La Libertad,9.42
EST031333,Estudiante 31333,Contaduría,San Miguel,9.18
EST031334,Estudiante 31334,Arquitectura,La Libertad,6.39
EST031335,Estudiante 31335,Contaduría,San Salvador,8.9
EST031336,Estudiante 31336,Contaduría,Sonsonate,5.16
EST031337,Estudiante 31337,Administración,San Miguel,6.89
EST031338,Estudiante 31338,Administración,San Miguel,5.74
EST031339,Estudiante 31339,Contaduría,San Salvador,5.73
EST031340,Estudiante 31340,Administración,Santa Ana,5.56
EST031341,Estudiante 31341,Contaduría,La Libertad,8.27
EST031342,Estudiante 31342,Arquitectura,La Libertad,8.88
EST031343,Estudiante 31343,Administración,La Libertad,8.28
EST031344,Estudiante 31344,Ingeniería en Sistemas,La Libertad,6.28
EST031345,Estudiante 31345,Administración,Sonsonate,9.62
EST031346,Estudiante 31346,Ingeniería Industrial,Sonsonate,9.16
EST031347,Estudiante 31347,Administración,San Miguel,9.59
EST031348,Estudiante 31348,Ingeniería Industrial,Sonsonate,7.61
EST031349,Estudiante 31349,Administración,Santa Ana,5.58
EST031350,Estudiante 31350,Contaduría,Sonsonate,7.44
EST031351,Estudiante 31351,Ingeniería Industrial,Sonsonate,6.38
EST031352,Estudiante 31352,Ingeniería en Sistemas,Santa Ana,8.47
EST031353,Estudiante 31353,Ingeniería Industrial,San Miguel,6.23
EST031354,Estudiante 31354,Administración,Santa Ana,7.1
EST031355,Estudiante 31355,Arquitectura,La Libertad,6.49
EST031356,Estudiante 31356,Administración,San Salvador,9.84
EST031357,Estudiante 31357,Ingeniería Industrial,Santa Ana,8.0
EST031358,Estudiante 31358,Contaduría,Sonsonate,5.72
EST031359,Estudiante 31359,Contaduría,San Miguel,8.97
EST031360,Estudiante 31360,Arquitectura,Sonsonate,8.5
EST031361,Estudiante 31361,Ingeniería en Sistemas,La Libertad,5.55
EST031362,Estudiante 31362,Administración,Sonsonate,9.44
EST031363,Estudiante 31363,Ingeniería en Sistemas,La Libertad,8.49
EST031364,Estudiante 31364,Administración,San Salvador,7.56
EST031365,Estudiante 31365,Administración,San Miguel,7.96
EST031366,Estudiante 31366,Administración,Santa Ana,7.49
EST031367,Estudiante 31367,Administración,San Salvador,7.83
EST031368,Estudiante 31368,Ingeniería en Sistemas,San Salvador,9.92
EST031369,Estudiante 31369,Arquitectura,San Salvador,8.74
EST031370,Estudiante 31370,Ingeniería Industrial,Sonsonate,9.0
EST031371,Estudiante 31371,Ingeniería en Sistemas,San Salvador,7.6
EST031372,Estudiante 31372,Ingeniería en Sistemas,San Miguel,5.45
EST031373,Estudiante 31373,Administración,Sonsonate,9.76
EST031374,Estudiante 31374,Ingeniería en Sistemas,San Miguel,8.33
EST031375,Estudiante 31375,Ingeniería Industrial,San Salvador,5.32
EST031376,Estudiante 31376,Ingeniería en Sistemas,Santa Ana,7.27
EST031377,Estudiante 31377,Contaduría,Santa Ana,9.45
EST031378,Estudiante 31378,Ingeniería Industrial,San Miguel,7.86
EST031379,Estudiante 31379,Contaduría,San Salvador,8.51
EST031380,Estudiante 31380,Contaduría,Sonsonate,8.12
EST031381,Estudiante 31381,Administración,San Salvador,9.44
EST031382,Estudiante 31382,Administración,San Miguel,7.83
EST031383,Estudiante 31383,Contaduría,San Miguel,5.2
EST031384,Estudiante 31384,Ingeniería Industrial,San Miguel,5.61
EST031385,Estudiante 31385,Ingeniería en Sistemas,San Salvador,7.71
EST031386,Estudiante 31386,Arquitectura,La Libertad,7.51
EST031387,Estudiante 31387,Contaduría,Sonsonate,8.57
EST031388,Estudiante 31388,Ingeniería en Sistemas,San Salvador,9.57
EST031389,Estudiante 31389,Administración,Sonsonate,7.19
EST031390,Estudiante 31390,Administración,Santa Ana,5.51
EST031391,Estudiante 31391,Ingeniería Industrial,Santa Ana,9.14
EST031392,Estudiante 31392,Ingeniería Industrial,San Salvador,9.86
EST031393,Estudiante 31393,Contaduría,Sonsonate,8.31
EST031394,Estudiante 31394,Ingeniería Industrial,Sonsonate,6.73
EST031395,Estudiante 31395,Ingeniería en Sistemas,Sonsonate,7.67
EST031396,Estudiante 31396,Contaduría,La Libertad,9.88
EST031397,Estudiante 31397,Ingeniería Industrial,La Libertad,8.88
EST031398,Estudiante 31398,Contaduría,San Miguel,7.68
EST031399,Estudiante 31399,Administración,La Libertad,8.77
EST031400,Estudiante 31400,Administración,Sonsonate,7.93
EST031401,Estudiante 31401,Ingeniería en Sistemas,Sonsonate,7.56
EST031402,Estudiante 31402,Administración,Santa Ana,5.77
EST031403,Estudiante 31403,Ingeniería Industrial,La Libertad,5.04
EST031404,Estudiante 31404,Administración,San Salvador,5.21
EST031405,Estudiante 31405,Ingeniería en Sistemas,San Miguel,8.87
EST031406,Estudiante 31406,Arquitectura,San Salvador,5.84
EST031407,Estudiante 31407,Contaduría,Sonsonate,5.7
EST031408,Estudiante 31408,Ingeniería en Sistemas,San Salvador,9.97
EST031409,Estudiante 31409,Contaduría,San Salvador,7.63
EST031410,Estudiante 31410,Administración,Sonsonate,6.05
EST031411,Estudiante 31411,Ingeniería Industrial,La Libertad,6.51
EST031412,Estudiante 31412,Administración,San Miguel,8.58
EST031413,Estudiante 31413,Ingeniería Industrial,San Miguel,5.96
EST031414,Estudiante 31414,Administración,Sonsonate,6.09
EST031415,Estudiante 31415,Ingeniería Industrial,La Libertad,7.76
EST031416,Estudiante 31416,Administración,Sonsonate,5.43
EST031417,Estudiante 31417,Administración,San Miguel,5.45
EST031418,Estudiante 31418,Ingeniería Industrial,La Libertad,7.45
EST031419,Estudiante 31419,Administración,San Miguel,5.38
EST031420,Estudiante 31420,Administración,San Salvador,8.01
EST031421,Estudiante 31421,Contaduría,San Salvador,5.38
EST031422,Estudiante 31422,Contaduría,San Miguel,8.89
EST031423,Estudiante 31423,Ingeniería Industrial,La Libertad,7.4
EST031424,Estudiante 31424,Administración,Sonsonate,5.02
EST031425,Estudiante 31425,Administración,La Libertad,6.47
EST031426,Estudiante 31426,Contaduría,San Miguel,8.63
EST031427,Estudiante 31427,Ingeniería en Sistemas,Sonsonate,6.96
EST031428,Estudiante 31428,Ingeniería en Sistemas,Santa Ana,6.13
EST031429,Estudiante 31429,Contaduría,San Salvador,9.07
EST031430,Estudiante 31430,Ingeniería Industrial,La Libertad,9.32
EST031431,Estudiante 31431,Arquitectura,San Miguel,9.13
EST031432,Estudiante 31432,Contaduría,San Miguel,6.41
EST031433,Estudiante 31433,Contaduría,Sonsonate,8.91
EST031434,Estudiante 31434,Administración,Santa Ana,7.61
EST031435,Estudiante 31435,Administración,La Libertad,5.18
EST031436,Estudiante 31436,Administración,Sonsonate,7.62
EST031437,Estudiante 31437,Ingeniería en Sistemas,La Libertad,7.33
EST031438,Estudiante 31438,Contaduría,Santa Ana,6.54
EST031439,Estudiante 31439,Ingeniería Industrial,Santa Ana,7.81
EST031440,Estudiante 31440,Administración,San Miguel,8.52
EST031441,Estudiante 31441,Ingeniería en Sistemas,San Miguel,8.28
EST031442,Estudiante 31442,Ingeniería en Sistemas,San Salvador,5.42
EST031443,Estudiante 31443,Ingeniería en Sistemas,San Salvador,5.16
EST031444,Estudiante 31444,Administración,La Libertad,8.36
EST031445,Estudiante 31445,Ingeniería Industrial,San Salvador,6.19
EST031446,Estudiante 31446,Ingeniería en Sistemas,Santa Ana,6.16
EST031447,Estudiante 31447,Ingeniería Industrial,San Miguel,6.53
EST031448,Estudiante 31448,Ingeniería Industrial,La Libertad,9.88
EST031449,Estudiante 31449,Administración,Santa Ana,9.78
EST031450,Estudiante 31450,Ingeniería Industrial,San Salvador,8.85
EST031451,Estudiante 31451,Arquitectura,San Salvador,8.48
EST031452,Estudiante 31452,Ingeniería en Sistemas,San Miguel,7.54
EST031453,Estudiante 31453,Contaduría,San Miguel,7.47
EST031454,Estudiante 31454,Ingeniería Industrial,Sonsonate,5.08
EST031455,Estudiante 31455,Contaduría,La Libertad,6.3
EST031456,Estudiante 31456,Arquitectura,La Libertad,5.64
EST031457,Estudiante 31457,Administración,San Miguel,9.28
EST031458,Estudiante 31458,Arquitectura,La Libertad,10.0
EST031459,Estudiante 31459,Contaduría,Santa Ana,6.9
EST031460,Estudiante 31460,Ingeniería Industrial,Santa Ana,6.51
EST031461,Estudiante 31461,Arquitectura,San Miguel,6.27
EST031462,Estudiante 31462,Contaduría,La Libertad,5.28
EST031463,Estudiante 31463,Ingeniería en Sistemas,San Salvador,8.34
EST031464,Estudiante 31464,Ingeniería Industrial,San Salvador,6.24
EST031465,Estudiante 31465,Arquitectura,La Libertad,5.56
EST031466,Estudiante 31466,Ingeniería Industrial,Sonsonate,9.86
EST031467,Estudiante 31467,Ingeniería en Sistemas,Sonsonate,9.06
EST031468,Estudiante 31468,Contaduría,Santa Ana,5.41
EST031469,Estudiante 31469,Ingeniería Industrial,La Libertad,5.96
EST031470,Estudiante 31470,Ingeniería Industrial,San Miguel,8.98
EST031471,Estudiante 31471,Ingeniería en Sistemas,La Libertad,7.83
EST031472,Estudiante 31472,Contaduría,La Libertad,7.06
EST031473,Estudiante 31473,Contaduría,Sonsonate,5.51
EST031474,Estudiante 31474,Administración,San Miguel,5.25
EST031475,Estudiante 31475,Ingeniería en Sistemas,San Miguel,8.29
EST031476,Estudiante 31476,Ingeniería en Sistemas,Santa Ana,7.67
EST031477,Estudiante 31477,Ingeniería Industrial,San Salvador,7.59
EST031478,Estudiante 31478,Administración,Sonsonate,8.13
EST031479,Estudiante 31479,Ingeniería en Sistemas,San Miguel,9.98
EST031480,Estudiante 31480,Contaduría,La Libertad,5.05
EST031481,Estudiante 31481,Ingeniería en Sistemas,San Miguel,8.56
EST031482,Estudiante 31482,Ingeniería en Sistemas,Santa Ana,9.28
EST031483,Estudiante 31483,Contaduría,Sonsonate,6.89
EST031484,Estudiante 31484,Arquitectura,Santa Ana,6.86
EST031485,Estudiante 31485,Contaduría,La Libertad,6.42
EST031486,Estudiante 31486,Ingeniería en Sistemas,San Salvador,5.87
EST031487,Estudiante 31487,Contaduría,Santa Ana,5.93
EST031488,Estudiante 31488,Contaduría,San Salvador,9.14
EST031489,Estudiante 31489,Ingeniería Industrial,Santa Ana,7.79
EST031490,Estudiante 31490,Ingeniería Industrial,Sonsonate,7.47
EST031491,Estudiante 31491,Arquitectura,La Libertad,7.72
EST031492,Estudiante 31492,Ingeniería Industrial,San Miguel,8.44
EST031493,Estudiante 31493,Administración,Sonsonate,5.74
EST031494,Estudiante 31494,Ingeniería Industrial,Sonsonate,5.83
EST031495,Estudiante 31495,Ingeniería en Sistemas,San Salvador,8.7
EST031496,Estudiante 31496,Ingeniería en Sistemas,San Miguel,7.99
EST031497,Estudiante 31497,Contaduría,San Miguel,6.71
EST031498,Estudiante 31498,Contaduría,La Libertad,8.97
EST031499,Estudiante 31499,Administración,San Salvador,9.17
EST031500,Estudiante 31500,Contaduría,Santa Ana,7.13
EST031501,Estudiante 31501,Ingeniería en Sistemas,La Libertad,6.52
EST031502,Estudiante 31502,Arquitectura,Sonsonate,7.87
EST031503,Estudiante 31503,Ingeniería en Sistemas,La Libertad,5.01
EST031504,Estudiante 31504,Arquitectura,La Libertad,6.49
EST031505,Estudiante 31505,Ingeniería en Sistemas,San Miguel,9.69
EST031506,Estudiante 31506,Contaduría,Sonsonate,6.29
EST031507,Estudiante 31507,Ingeniería Industrial,Santa Ana,8.15
EST031508,Estudiante 31508,Administración,San Miguel,9.25
EST031509,Estudiante 31509,Contaduría,Santa Ana,6.43
EST031510,Estudiante 31510,Arquitectura,Sonsonate,6.95
EST031511,Estudiante 31511,Ingeniería en Sistemas,San Miguel,8.19
EST031512,Estudiante 31512,Ingeniería Industrial,Santa Ana,8.84
EST031513,Estudiante 31513,Contaduría,Sonsonate,8.55
EST031514,Estudiante 31514,Contaduría,Santa Ana,9.11
EST031515,Estudiante 31515,Ingeniería en Sistemas,Sonsonate,9.49
EST031516,Estudiante 31516,Arquitectura,San Miguel,7.58
EST031517,Estudiante 31517,Administración,Santa Ana,6.42
EST031518,Estudiante 31518,Ingeniería Industrial,San Miguel,6.37
EST031519,Estudiante 31519,Contaduría,La Libertad,5.84
EST031520,Estudiante 31520,Contaduría,San Miguel,8.98
EST031521,Estudiante 31521,Contaduría,Santa Ana,8.57
EST031522,Estudiante 31522,Contaduría,Sonsonate,7.36
EST031523,Estudiante 31523,Arquitectura,San Miguel,5.23
EST031524,Estudiante 31524,Contaduría,La Libertad,8.97
EST031525,Estudiante 31525,Ingeniería en Sistemas,San Miguel,6.67
EST031526,Estudiante 31526,Contaduría,San Salvador,9.79
EST031527,Estudiante 31527,Administración,San Salvador,7.25
EST031528,Estudiante 31528,Administración,Sonsonate,5.11
EST031529,Estudiante 31529,Contaduría,Santa Ana,5.58
EST031530,Estudiante 31530,Administración,Sonsonate,7.94
EST031531,Estudiante 31531,Contaduría,San Miguel,7.76
EST031532,Estudiante 31532,Contaduría,San Salvador,6.0
EST031533,Estudiante 31533,Arquitectura,San Miguel,5.94
EST031534,Estudiante 31534,Ingeniería en Sistemas,Sonsonate,9.27
EST031535,Estudiante 31535,Ingeniería Industrial,Santa Ana,5.12
EST031536,Estudiante 31536,Arquitectura,San Salvador,9.43
EST031537,Estudiante 31537,Ingeniería en Sistemas,La Libertad,9.44
EST031538,Estudiante 31538,Arquitectura,San Salvador,8.4
EST031539,Estudiante 31539,Arquitectura,Santa Ana,7.69
EST031540,Estudiante 31540,Ingeniería en Sistemas,La Libertad,9.82
EST031541,Estudiante 31541,Arquitectura,San Salvador,7.96
EST031542,Estudiante 31542,Administración,San Miguel,6.97
EST031543,Estudiante 31543,Contaduría,Santa Ana,8.09
EST031544,Estudiante 31544,Administración,San Salvador,5.77
EST031545,Estudiante 31545,Ingeniería en Sistemas,Sonsonate,6.47
EST031546,Estudiante 31546,Administración,Sonsonate,8.98
EST031547,Estudiante 31547,Contaduría,Sonsonate,7.39
EST031548,Estudiante 31548,Administración,La Libertad,5.01
EST031549,Estudiante 31549,Ingeniería en Sistemas,San Salvador,8.94
EST031550,Estudiante 31550,Contaduría,San Salvador,5.34
EST031551,Estudiante 31551,Arquitectura,Sonsonate,6.59
EST031552,Estudiante 31552,Ingeniería en Sistemas,Sonsonate,6.74
EST031553,Estudiante 31553,Ingeniería en Sistemas,La Libertad,5.6
EST031554,Estudiante 31554,Arquitectura,Sonsonate,8.27
EST031555,Estudiante 31555,Administración,Santa Ana,7.74
EST031556,Estudiante 31556,Contaduría,San Salvador,7.64
EST031557,Estudiante 31557,Contaduría,San Salvador,6.32
